posX,posY,name,year
0.4085301182323845,0.07301148607520908,graph theory,2008
0.4085301182323845,0.07301148607520908,graph theory,2009
0.42160570495348904,0.031391738011125825,larger graph,2009
0.2791324964313611,0.29533857052808654,approximation theory,2009
0.3365737497272341,0.43123307796826593,computer graphics,2009
0.09781850533329961,0.14874260213162738,synteny,2009
0.5773386868140946,0.6016288580272071,visualization,2009
0.7649356208577798,0.3677822217720541,taxonomy,2009
0.6087148715399053,0.7381285710538643,task analysis,2009
0.6180858643244984,0.4021867211634626,multilevel multidimensional scaling algorithm,2009
0.21412111279663099,0.09750872236199332,metabolic pathway,2010
0.2350485364567848,0.0008585769308809832,phylogenetic relationship data,2010
0.08701932525509953,0.10943869244440024,functional genomics,2010
0.5781298478571233,0.6139830488841556,data visualisation,2010
0.1599670565770015,0.1569475751930683,biocomputing,2010
0.7851003411758033,0.6008606784583389,correlation,2010
0.7487480675096001,0.6931597908151185,scientific data analysis,2010
0.7342595251405123,0.5384824593014192,dimensionality reduction,2010
0.5773386868140946,0.6016288580272071,visualization,2010
0.0644121457615266,0.0871490896313738,genetics,2010
0.6665998136550322,0.5702381324982173,coordinated multiple views,2011
0.5781298478571233,0.6139830488841556,data visualisation,2011
0.6909563040379862,0.5436571168920394,high-dimensional data,2011
0.4693630034390576,0.7871234264433642,design research,2011
0.5583435890904114,0.44346141478762235,edge detection,2011
0.4085301182323845,0.07301148607520908,graph theory,2011
0.42029612098006786,0.049975339393714346,subgraphs,2011
0.5773386868140946,0.6016288580272071,visualization,2012
0.5637891783543532,0.6815501584640147,collaboration,2012
0.46423125087475087,0.7663927821085773,sensitivity analysis,2012
0.5781298478571233,0.6139830488841556,data visualisation,2012
0.49235393194940774,0.4917825814606231,measurement scale,2012
0.6284293516077929,0.40411045042214894,multidimensional scaling,2012
0.5420153364340236,0.1628482207566943,automotive engineering,2012
0.36127374057518824,0.18071542832555137,network topology,2012
0.46803971665147664,0.694137225492431,statistical analysis,2012
0.2744750795358861,0.7300366738982356,ranking interface,2012
0.768075934311594,0.6361524131732875,design methodologies,2012
0.7352355503652213,0.6968591787703273,design space,2012
0.7038590625833749,0.23349408918341308,global trade-offs analysis,2012
0.6909563040379862,0.5436571168920394,high-dimensional data,2013
0.652550850369692,0.468469493853844,interactive 3d scatterplots,2013
0.5773386868140946,0.6016288580272071,visualization,2013
0.8022925376011539,0.47666813329170227,pattern classification,2013
0.0717154019988418,0.11192084454263485,genomics,2013
0.027066439627597305,0.06180848344657058,dna,2013
0.6740184282954698,0.3582244300111691,cartography,2013
0.5620988882438612,0.7777703752030425,evaluation/methodology,2014
0.6031569495054562,0.7209006000877334,tasks,2014
0.44305307914356407,0.8195005326619674,interview study,2014
0.5781298478571233,0.6139830488841556,data visualisation,2014
0.7499433771827902,0.5922176953284959,data summarization,2014
0.7895691611262334,0.46989331170801735,pattern clustering,2014
0.7342595251405123,0.5384824593014192,dimensionality reduction,2015
0.5773386868140946,0.6016288580272071,visualization,2015
0.8041643274785575,0.6681529341197674,exploratory data analysis,2015
0.9999999999999999,0.44261604896654017,automated machine learning,2015
0.3745832471338074,0.4277250016147572,path tracing,2015
0.45430814419854587,0.15895218421767926,graph readability,2015
0.4453374194485372,0.14736746130321654,graph drawing metrics,2015
0.5488218234642662,0.739302324301249,validation,2015
0.6403391704594971,0.06479632218966275,nested model,2015
0.6279181231784068,0.7157799485846522,task abstractions,2016
0.7958589289923323,0.5317492828108531,data matches,2016
0.5773386868140946,0.6016288580272071,visualization,2016
0.5257585806097085,0.7336772930076967,visualization design and evaluation methods,2016
0.7947513823759388,0.5002654419267374,pattern matching,2016
0.27085380629818684,0.553431164012694,authoring systems,2016
0.8986998859117219,0.8121105483174229,event data extraction,2016
0.9210001287741763,0.45733786923570124,natural language processing,2016
0.6877859929643939,0.6273243609815363,sensemaking model,2016
0.5773386868140946,0.6016288580272071,visualization,2017
0.8153601660214878,0.919967669742531,biographies,2017
0.5773386868140946,0.6016288580272071,visualization,2018
0.7487480675096001,0.6931597908151185,scientific data analysis,2018
0.5073747614465465,0.9059012963507094,sociology,2018
0.5773386868140946,0.6016288580272071,visualization,2019
0.6087148715399053,0.7381285710538643,task analysis,2019
0.5530629707200932,0.44980504966686896,image segmentation,2020
0.3365737497272341,0.43123307796826593,computer graphics,2020
0.7799629130864733,0.46135744707606047,cluster analysis,2020
0.24120424514488514,0.004383282016417689,phylogeny,2020
0.5773386868140946,0.6016288580272071,visualization,2020
0.4453374194485372,0.14736746130321654,graph drawing metrics,2020
0.46215059871984443,0.16861495994761916,readability metrics,2020
0.5891557286331296,0.010276165657020497,multi-level structure,2020
0.6742211801748575,0.9748929775361104,provenance,2020
0.6117639749825025,0.5796623201789814,multiform visualizations,2020
0.6279181231784068,0.7157799485846522,task abstractions,2020
0.9181797365474749,0.2807630519474751,preference models,2020
0.5257585806097085,0.7336772930076967,visualization design and evaluation methods,2020
0.5392910450009015,0.6719433266622596,visualization theory,2020
0.7396919277711027,0.46600190328160773,visualization recommendation algorithms,2021
0.5773386868140946,0.6016288580272071,visualization,2021
0.45554142334357106,0.6193768514348,visual-interactive labeling,2021
0.3408595533986397,0.8237979715059014,human-centered computing,2021
0.7631584435963501,0.5792830815964369,data wrangling,2021
0.8831755694653894,1.0,data journalism,2021
0.8338412991879194,0.516624477490905,instance selection strategies,2021
0.8734979061476604,0.484868289472682,query strategies,2021
0.5252888814518335,0.24911968506446153,layout,2022
0.8284296916218815,0.6002006245892731,aggregates,2022
0.5257585806097085,0.7336772930076967,visualization design and evaluation methods,2022
0.3408595533986397,0.8237979715059014,human-centered computing,2022
0.5773386868140946,0.6016288580272071,visualization,2022
0.0717154019988418,0.11192084454263485,genomics,2022
0.3365737497272341,0.43123307796826593,computer graphics,2022
0.6427518044861827,0.2176921867651213,pipelines,2022
0.5392910450009015,0.6719433266622596,visualization theory,2022
